ぜんこくNo.,名前,フォルム,英語名,タイプ1,タイプ2,HP,攻撃,防御,特攻,特防,素早さ,特性1,特性2,夢特性
683,フレフワン,,Aromatisse,フェアリー,,101,72,72,99,89,29,いやしのこころ,,*アロマベール
684,ペロッパフ,,Swirlix,フェアリー,,62,48,66,59,57,49,スイートベール,,*かるわざ
685,ペロリーム,,Slurpuff,フェアリー,,82,80,86,85,75,72,スイートベール,,*かるわざ
686,マーイーカ,,Inkay,あく,エスパー,53,54,53,37,46,45,あまのじゃく,きゅうばん,*すりぬけ
687,カラマネロ,,Malamar,あく,エスパー,86,92,88,68,75,73,あまのじゃく,きゅうばん,*すりぬけ
688,カメテテ,,Binacle,いわ,みず,42,52,67,39,56,50,かたいツメ,スナイパー,*わるいてぐせ
689,ガメノデス,,Barbaracle,いわ,みず,72,105,115,54,86,68,かたいツメ,スナイパー,*わるいてぐせ
690,クズモー,,Skrelp,どく,みず,50,60,60,60,60,30,どくのトゲ,どくしゅ,*てきおうりょく
691,ドラミドロ,,Dragalge,どく,ドラゴン,65,75,90,97,123,44,どくのトゲ,どくしゅ,*てきおうりょく
692,ウデッポウ,,Clauncher,みず,,50,53,62,58,63,44,メガランチャー,,
693,ブロスター,,Clawitzer,みず,,71,73,88,120,89,59,メガランチャー,,
694,エリキテル,,Helioptile,でんき,ノーマル,44,38,33,61,43,70,かんそうはだ,すながくれ,*サンパワー
695,エレザード,,Heliolisk,でんき,ノーマル,62,55,52,109,94,109,かんそうはだ,すながくれ,*サンパワー
696,チゴラス,,Tyrunt,いわ,ドラゴン,58,89,77,45,45,48,がんじょうあご,,*がんじょう
697,ガチゴラス,,Tyrantrum,いわ,ドラゴン,82,121,119,69,59,71,がんじょうあご,,*いしあたま
698,アマルス,,Amaura,いわ,こおり,77,59,50,67,63,46,フリーズスキン,,*ゆきふらし
699,アマルルガ,,Aurorus,いわ,こおり,123,77,72,99,92,58,フリーズスキン,,*ゆきふらし
700,ニンフィア,,Sylveon,フェアリー,,95,65,65,110,130,60,メロメロボディ,,*フェアリースキン
701,ルチャブル,,Hawlucha,かくとう,ひこう,78,92,75,74,63,118,じゅうなん,かるわざ,*かたやぶり
702,デデンネ,,Dedenne,でんき,フェアリー,67,58,57,81,67,101,ほおぶくろ,ものひろい,*プラス
703,メレシー,,Carbink,いわ,フェアリー,50,50,150,50,150,50,クリアボディ,,*がんじょう
704,ヌメラ,,Goomy,ドラゴン,,45,50,35,55,75,40,そうしょく,うるおいボディ,*ぬめぬめ
705,ヌメイル,,Sliggoo,ドラゴン,,68,75,53,83,113,60,そうしょく,うるおいボディ,*ぬめぬめ
706,ヌメルゴン,,Goodra,ドラゴン,,90,100,70,110,150,80,そうしょく,うるおいボディ,*ぬめぬめ
707,クレッフィ,,Klefki,はがね,フェアリー,57,80,91,80,87,75,いたずらごころ,,*マジシャン
708,ボクレー,,Phantump,ゴースト,くさ,43,70,48,50,60,38,しぜんかいふく,おみとおし,*しゅうかく
709,オーロット,,Trevenant,ゴースト,くさ,85,110,76,65,82,56,しぜんかいふく,おみとおし,*しゅうかく
710,バケッチャ,とくだいサイズ,Pumpkaboo,ゴースト,くさ,59,66,70,44,55,41,ものひろい,おみとおし,*ふみん
710,バケッチャ,おおきいサイズ,Pumpkaboo,ゴースト,くさ,54,66,70,44,55,46,ものひろい,おみとおし,*ふみん
710,バケッチャ,ちいさいサイズ,Pumpkaboo,ゴースト,くさ,44,66,70,44,55,56,ものひろい,おみとおし,*ふみん
710,バケッチャ,ふつうのサイズ,Pumpkaboo,ゴースト,くさ,49,66,70,44,55,51,ものひろい,おみとおし,*ふみん
711,パンプジン,とくだいサイズ,Gourgeist,ゴースト,くさ,85,100,122,58,75,54,ものひろい,おみとおし,*ふみん
711,パンプジン,おおきいサイズ,Gourgeist,ゴースト,くさ,75,95,122,58,75,69,ものひろい,おみとおし,*ふみん
711,パンプジン,ちいさいサイズ,Gourgeist,ゴースト,くさ,55,85,122,58,75,99,ものひろい,おみとおし,*ふみん
711,パンプジン,ふつうのサイズ,Gourgeist,ゴースト,くさ,65,90,122,58,75,84,ものひろい,おみとおし,*ふみん
712,カチコール,,Bergmite,こおり,,55,69,85,32,35,28,マイペース,アイスボディ,*がんじょう
713,クレベース,,Avalugg,こおり,,95,117,184,44,46,28,マイペース,アイスボディ,*がんじょう
714,オンバット,,Noibat,ひこう,ドラゴン,40,30,35,45,40,55,おみとおし,すりぬけ,*テレパシー
715,オンバーン,,Noivern,ひこう,ドラゴン,85,70,80,97,80,123,おみとおし,すりぬけ,*テレパシー
716,ゼルネアス,,Xerneas,フェアリー,,126,131,95,131,98,99,フェアリーオーラ,,
717,イベルタル,,Yveltal,あく,ひこう,126,131,95,131,98,99,ダークオーラ,,
718,ジガルデ,50%フォルム,Zygarde,ドラゴン,じめん,108,100,121,81,95,95,オーラブレイク,,
718,ジガルデ,10%フォルム,Zygarde,ドラゴン,じめん,54,100,71,61,85,115,オーラブレイク,,
718,ジガルデ,パーフェクトフォルム,Zygarde,ドラゴン,じめん,216,100,121,91,95,85,スワームチェンジ,,
719,ディアンシー,,Diancie,いわ,フェアリー,50,100,150,100,150,50,クリアボディ,,
720,フーパ,いましめられしフーパ,Hoopa,エスパー,ゴースト,80,110,60,150,130,70,マジシャン,,
720,フーパ,ときはなたれしフーパ,Hoopa,エスパー,あく,80,160,60,170,130,80,マジシャン,,
721,ボルケニオン,,Volcanion,ほのお,みず,80,110,120,130,90,70,ちょすい,,
722,モクロー,,Rowlet,くさ,ひこう,68,55,55,50,50,42,しんりょく,,*えんかく
723,フクスロー,,Dartrix,くさ,ひこう,78,75,75,70,70,52,しんりょく,,*えんかく
724,ジュナイパー,,Decidueye,くさ,ゴースト,78,107,75,100,100,70,しんりょく,,*えんかく
725,ニャビー,,Litten,ほのお,,45,65,40,60,40,70,もうか,,*いかく
726,ニャヒート,,Torracat,ほのお,,65,85,50,80,50,90,もうか,,*いかく
727,ガオガエン,,Incineroar,ほのお,あく,95,115,90,80,90,60,もうか,,*いかく
728,アシマリ,,Popplio,みず,,50,54,54,66,56,40,げきりゅう,,*うるおいボイス
729,オシャマリ,,Brionne,みず,,60,69,69,91,81,50,げきりゅう,,*うるおいボイス
730,アシレーヌ,,Primarina,みず,フェアリー,80,74,74,126,116,60,げきりゅう,,*うるおいボイス
731,ツツケラ,,Pikipek,ノーマル,ひこう,35,75,30,30,30,65,するどいめ,スキルリンク,*ものひろい
732,ケララッパ,,Trumbeak,ノーマル,ひこう,55,85,50,40,50,75,するどいめ,スキルリンク,*ものひろい
733,ドデカバシ,,Toucannon,ノーマル,ひこう,80,120,75,75,75,60,するどいめ,スキルリンク,*ちからずく
734,ヤングース,,Yungoos,ノーマル,,48,70,30,30,30,45,はりこみ,がんじょうあご,*てきおうりょく
735,デカグース,,Gumshoos,ノーマル,,88,110,60,55,60,45,はりこみ,がんじょうあご,*てきおうりょく
736,アゴジムシ,,Grubbin,むし,,47,62,45,55,45,46,むしのしらせ,,
737,デンヂムシ,,Charjabug,むし,でんき,57,82,95,55,75,36,バッテリー,,
738,クワガノン,,Vikavolt,むし,でんき,77,70,90,145,75,43,ふゆう,,
739,マケンカニ,,Crabrawler,かくとう,,47,82,57,42,47,63,かいりきバサミ,てつのこぶし,*いかりのつぼ
740,ケケンカニ,,Crabominable,かくとう,こおり,97,132,77,62,67,43,かいりきバサミ,てつのこぶし,*いかりのつぼ
741,オドリドリ,めらめら,Oricorio,ほのお,ひこう,75,70,70,98,70,93,おどりこ,,
741,オドリドリ,まいまい,Oricorio,ゴースト,ひこう,75,70,70,98,70,93,おどりこ,,
741,オドリドリ,ふらふら,Oricorio,エスパー,ひこう,75,70,70,98,70,93,おどりこ,,
741,オドリドリ,ぱちぱち,Oricorio,でんき,ひこう,75,70,70,98,70,93,おどりこ,,
742,アブリー,,Cutiefly,むし,フェアリー,40,45,40,55,40,84,みつあつめ,りんぷん,*スイートベール
743,アブリボン,,Ribombee,むし,フェアリー,60,55,60,95,70,124,みつあつめ,りんぷん,*スイートベール
744,イワンコ,,Rockruff,いわ,,45,65,40,30,40,60,するどいめ,やるき,*ふくつのこころ
745,ルガルガン,まよなかのすがた,Lycanroc,いわ,,85,115,75,55,75,82,するどいめ,やるき,*ノーガード
745,ルガルガン,たそがれのすがた,Lycanroc,いわ,,75,117,65,55,65,110,かたいツメ,,
745,ルガルガン,まひるのすがた,Lycanroc,いわ,,75,115,65,55,65,112,するどいめ,すなかき,*ふくつのこころ
746,ヨワシ,たんどくのすがた,Wishiwashi,みず,,45,20,20,25,25,40,ぎょぐん,,
746,ヨワシ,むれたすがた,Wishiwashi,みず,,45,140,130,140,135,30,ぎょぐん,,
747,ヒドイデ,,Mareanie,どく,みず,50,53,62,43,52,45,ひとでなし,じゅうなん,*さいせいりょく
748,ドヒドイデ,,Toxapex,どく,みず,50,63,152,53,142,35,ひとでなし,じゅうなん,*さいせいりょく
749,ドロバンコ,,Mudbray,じめん,,70,100,70,45,55,45,マイペース,じきゅうりょく,*せいしんりょく
750,バンバドロ,,Mudsdale,じめん,,100,125,100,55,85,35,マイペース,じきゅうりょく,*せいしんりょく
751,シズクモ,,Dewpider,みず,むし,38,40,52,40,72,27,すいほう,,*ちょすい
752,オニシズクモ,,Araquanid,みず,むし,68,70,92,50,132,42,すいほう,,*ちょすい
753,カリキリ,,Fomantis,くさ,,40,55,35,50,35,35,リーフガード,,*あまのじゃく
754,ラランテス,,Lurantis,くさ,,70,105,90,80,90,45,リーフガード,,*あまのじゃく
755,ネマシュ,,Morelull,くさ,フェアリー,40,35,55,65,75,15,はっこう,ほうし,*あめうけざら
756,マシェード,,Shiinotic,くさ,フェアリー,60,45,80,90,100,30,はっこう,ほうし,*あめうけざら
757,ヤトウモリ,,Salandit,どく,ほのお,48,44,40,71,40,77,ふしょく,,*どんかん
758,エンニュート,,Salazzle,どく,ほのお,68,64,60,111,60,117,ふしょく,,*どんかん
759,ヌイコグマ,,Stufful,ノーマル,かくとう,70,75,50,45,50,50,もふもふ,ぶきよう,*メロメロボディ
760,キテルグマ,,Bewear,ノーマル,かくとう,120,125,80,55,60,60,もふもふ,ぶきよう,*きんちょうかん
761,アマカジ,,Bounsweet,くさ,,42,30,38,30,38,32,リーフガード,どんかん,*スイートベール
762,アママイコ,,Steenee,くさ,,52,40,48,40,48,62,リーフガード,どんかん,*スイートベール
763,アマージョ,,Tsareena,くさ,,72,120,98,50,98,72,リーフガード,じょおうのいげん,*スイートベール
764,キュワワー,,Comfey,フェアリー,,51,52,90,82,110,100,フラワーベール,ヒーリングシフト,*しぜんかいふく
765,ヤレユータン,,Oranguru,ノーマル,エスパー,90,60,80,90,110,60,せいしんりょく,テレパシー,*きょうせい
766,ナゲツケサル,,Passimian,かくとう,,100,120,90,40,60,80,レシーバー,,*まけんき
767,コソクムシ,,Wimpod,むし,みず,25,35,40,20,30,80,にげごし,,
768,グソクムシャ,,Golisopod,むし,みず,75,125,140,60,90,40,ききかいひ,,
769,スナバァ,,Sandygast,ゴースト,じめん,55,55,80,70,45,15,みずがため,,*すながくれ
770,シロデスナ,,Palossand,ゴースト,じめん,85,75,110,100,75,35,みずがため,,*すながくれ
771,ナマコブシ,,Pyukumuku,みず,,55,60,130,30,130,5,とびだすなかみ,,*てんねん
772,タイプ：ヌル,,Type: Null,ノーマル,,95,95,95,95,95,59,カブトアーマー,,
773,シルヴァディ,,Silvally,ノーマル,,95,95,95,95,95,95,ARシステム,,
774,メテノ,コア,Minior,いわ,ひこう,60,100,60,100,60,120,リミットシールド,,
774,メテノ,りゅうせいのすがた,Minior,いわ,ひこう,60,60,100,60,100,60,リミットシールド,,
775,ネッコアラ,,Komala,ノーマル,,65,115,65,75,95,65,ぜったいねむり,,
776,バクガメス,,Turtonator,ほのお,ドラゴン,60,78,135,91,85,36,シェルアーマー,,
777,トゲデマル,,Togedemaru,でんき,はがね,65,98,63,40,73,96,てつのトゲ,ひらいしん,*がんじょう
778,ミミッキュ,,Mimikyu,ゴースト,フェアリー,55,90,80,50,105,96,ばけのかわ,,
779,ハギギシリ,,Bruxish,みず,エスパー,68,105,70,70,70,92,ビビッドボディ,がんじょうあご,*ミラクルスキン
780,ジジーロン,,Drampa,ノーマル,ドラゴン,78,60,85,135,91,36,ぎゃくじょう,そうしょく,*ノーてんき
781,ダダリン,,Dhelmise,ゴースト,くさ,70,131,100,86,90,40,はがねつかい,,
782,ジャラコ,,Jangmo-o,ドラゴン,,45,55,65,45,45,45,ぼうだん,ぼうおん,*ぼうじん
783,ジャランゴ,,Hakamo-o,ドラゴン,かくとう,55,75,90,65,70,65,ぼうだん,ぼうおん,*ぼうじん
784,ジャラランガ,,Kommo-o,ドラゴン,かくとう,75,110,125,100,105,85,ぼうだん,ぼうおん,*ぼうじん
785,カプ・コケコ,,Tapu Koko,でんき,フェアリー,70,115,85,95,75,130,エレキメイカー,,*テレパシー
786,カプ・テテフ,,Tapu Lele,エスパー,フェアリー,70,85,75,130,115,95,サイコメイカー,,*テレパシー
787,カプ・ブルル,,Tapu Bulu,くさ,フェアリー,70,130,115,85,95,75,グラスメイカー,,*テレパシー
788,カプ・レヒレ,,Tapu Fini,みず,フェアリー,70,75,115,95,130,85,ミストメイカー,,*テレパシー
789,コスモッグ,,Cosmog,エスパー,,43,29,31,29,31,37,てんねん,,
790,コスモウム,,Cosmoem,エスパー,,43,29,131,29,131,37,がんじょう,,
791,ソルガレオ,,Solgaleo,エスパー,はがね,137,137,107,113,89,97,メタルプロテクト,,
792,ルナアーラ,,Lunala,エスパー,ゴースト,137,113,89,137,107,97,ファントムガード,,
793,ウツロイド,,Nihilego,いわ,どく,109,53,47,127,131,103,ビーストブースト,,
794,マッシブーン,,Buzzwole,むし,かくとう,107,139,139,53,53,79,ビーストブースト,,
795,フェローチェ,,Pheromosa,むし,かくとう,71,137,37,137,37,151,ビーストブースト,,
796,デンジュモク,,Xurkitree,でんき,,83,89,71,173,71,83,ビーストブースト,,
797,テッカグヤ,,Celesteela,はがね,ひこう,97,101,103,107,101,61,ビーストブースト,,
798,カミツルギ,,Kartana,くさ,はがね,59,181,131,59,31,109,ビーストブースト,,
799,アクジキング,,Guzzlord,あく,ドラゴン,223,101,53,97,53,43,ビーストブースト,,
800,ネクロズマ,通常,Necrozma,エスパー,,97,107,101,127,89,79,プリズムアーマー,,
800,ネクロズマ,ウルトラネクロズマ,Necrozma,エスパー,ドラゴン,97,167,97,167,97,129,ブレインフォース,,
800,ネクロズマ,あかつきのつばさ(月食),Necrozma,エスパー,ゴースト,97,113,109,157,127,77,プリズムアーマー,,
800,ネクロズマ,たそがれのたてがみ(日食),Necrozma,エスパー,はがね,97,157,127,113,109,77,プリズムアーマー,,
801,マギアナ,,Magearna,はがね,フェアリー,80,95,115,130,115,65,ソウルハート,,
802,マーシャドー,,Marshadow,かくとう,ゴースト,90,125,80,90,90,125,テクニシャン,,
803,ベベノム,,Poipole,どく,,67,73,67,73,67,73,ビーストブースト,,
804,アーゴヨン,,Naganadel,どく,ドラゴン,73,73,73,127,73,121,ビーストブースト,,
805,ツンデツンデ,,Stakataka,いわ,はがね,61,131,211,53,101,13,ビーストブースト,,
806,ズガドーン,,Blacephalon,ほのお,ゴースト,53,127,53,151,79,107,ビーストブースト,,
807,ゼラオラ,,Zeraora,でんき,,88,112,75,102,80,143,ちくでん,,
808,メルタン,,Meltan,はがね,,46,65,65,55,35,34,じりょく,,
809,メルメタル,,Melmetal,はがね,,135,143,143,80,65,34,てつのこぶし,,
810,サルノリ,,Grookey,くさ,,50,65,50,40,40,65,しんりょく,,*グラスメイカー
811,バチンキー,,Thwackey,くさ,,70,85,70,55,60,80,しんりょく,,*グラスメイカー
812,ゴリランダー,,Rillaboom,くさ,,100,125,90,60,70,85,しんりょく,,*グラスメイカー
813,ヒバニー,,Scorbunny,ほのお,,50,71,40,40,40,69,もうか,,*リベロ
814,ラビフット,,Raboot,ほのお,,65,86,60,55,60,94,もうか,,*リベロ
815,エースバーン,,Cinderace,ほのお,,80,116,75,65,75,119,もうか,,*リベロ
816,メッソン,,Sobble,みず,,50,40,40,70,40,70,げきりゅう,,*スナイパー
817,ジメレオン,,Drizzile,みず,,65,60,55,95,55,90,げきりゅう,,*スナイパー
818,インテレオン,,Inteleon,みず,,70,85,65,125,65,120,げきりゅう,,*スナイパー
819,ホシガリス,,Skwovet,ノーマル,,70,55,55,35,35,25,ほおぶくろ,,*くいしんぼう
820,ヨクバリス,,Greedent,ノーマル,,120,95,95,55,75,20,ほおぶくろ,,*くいしんぼう
821,ココガラ,,Rookidee,ひこう,,38,47,35,33,35,57,するどいめ,きんちょうかん,*はとむね
822,アオガラス,,Corvisquire,ひこう,,68,67,55,43,55,77,するどいめ,きんちょうかん,*はとむね
823,アーマーガア,,Corviknight,ひこう,はがね,98,87,105,53,85,67,プレッシャー,きんちょうかん,*ミラーアーマー
824,サッチムシ,,Blipbug,むし,,25,20,20,25,45,45,むしのしらせ,ふくがん,*テレパシー
825,レドームシ,,Dottler,むし,エスパー,50,35,80,50,90,30,むしのしらせ,ふくがん,*テレパシー
826,イオルブ,,Orbeetle,むし,エスパー,60,45,110,80,120,90,むしのしらせ,おみとおし,*テレパシー
827,クスネ,,Nickit,あく,,40,28,28,47,52,50,にげあし,かるわざ,*はりこみ
828,フォクスライ,,Thievul,あく,,70,58,58,87,92,90,にげあし,かるわざ,*はりこみ
829,ヒメンカ,,Gossifleur,くさ,,40,40,60,40,60,10,わたげ,さいせいりょく,*ほうし
830,ワタシラガ,,Eldegoss,くさ,,60,50,90,80,120,60,わたげ,さいせいりょく,*ほうし
831,ウールー,,Wooloo,ノーマル,,42,40,55,40,45,48,もふもふ,にげあし,*ぼうだん
832,バイウールー,,Dubwool,ノーマル,,72,80,100,60,90,88,もふもふ,ふくつのこころ,*ぼうだん
833,カムカメ,,Chewtle,みず,,50,64,50,38,38,44,がんじょうあご,シェルアーマー,*すいすい
834,カジリガメ,,Drednaw,みず,いわ,90,115,90,48,68,74,がんじょうあご,シェルアーマー,*すいすい
835,ワンパチ,,Yamper,でんき,,59,45,50,40,50,26,たまひろい,,*びびり
836,パルスワン,,Boltund,でんき,,69,90,60,90,60,121,がんじょうあご,,*かちき
837,タンドン,,Rolycoly,いわ,,30,40,50,40,50,30,じょうききかん,たいねつ,*もらいび
838,トロッゴン,,Carkol,いわ,ほのお,80,60,90,60,70,50,じょうききかん,ほのおのからだ,*もらいび
839,セキタンザン,,Coalossal,いわ,ほのお,110,80,120,80,90,30,じょうききかん,ほのおのからだ,*もらいび
840,カジッチュ,,Applin,くさ,ドラゴン,40,40,80,40,40,20,じゅくせい,くいしんぼう,*ぼうだん
841,アップリュー,,Flapple,くさ,ドラゴン,70,110,80,95,60,70,じゅくせい,くいしんぼう,*はりきり
842,タルップル,,Appletun,くさ,ドラゴン,110,85,80,100,80,30,じゅくせい,くいしんぼう,*あついしぼう
843,スナヘビ,,Silicobra,じめん,,52,57,75,35,50,46,すなはき,だっぴ,*すながくれ
844,サダイジャ,,Sandaconda,じめん,,72,107,125,65,70,71,すなはき,だっぴ,*すながくれ
845,ウッウ,,Cramorant,ひこう,みず,70,85,55,85,95,85,うのミサイル,,
846,サシカマス,,Arrokuda,みず,,41,63,40,40,30,66,すいすい,,*スクリューおびれ
847,カマスジョー,,Barraskewda,みず,,61,123,60,60,50,136,すいすい,,*スクリューおびれ
848,エレズン,,Toxel,でんき,どく,40,38,35,54,35,40,びびり,せいでんき,*ぶきよう
849,ストリンダー,ハイなすがた,Toxtricity,でんき,どく,75,98,70,114,70,75,パンクロック,プラス,*テクニシャン
849,ストリンダー,ローなすがた,Toxtricity,でんき,どく,75,98,70,114,70,75,パンクロック,マイナス,*テクニシャン
850,ヤクデ,,Sizzlipede,ほのお,むし,50,65,45,50,50,45,もらいび,しろいけむり,*ほのおのからだ
851,マルヤクデ,,Centiskorch,ほのお,むし,100,115,65,90,90,65,もらいび,しろいけむり,*ほのおのからだ
852,タタッコ,,Clobbopus,かくとう,,50,68,60,50,50,32,じゅうなん,,*テクニシャン
853,オトスパス,,Grapploct,かくとう,,80,118,90,70,80,42,じゅうなん,,*テクニシャン
854,ヤバチャ,,Sinistea,ゴースト,,40,45,45,74,54,50,くだけるよろい,,*のろわれボディ
855,ポットデス,,Polteageist,ゴースト,,60,65,65,134,114,70,くだけるよろい,,*のろわれボディ
856,ミブリム,,Hatenna,エスパー,,42,30,45,56,53,39,いやしのこころ,きけんよち,*マジックミラー
857,テブリム,,Hattrem,エスパー,,57,40,65,86,73,49,いやしのこころ,きけんよち,*マジックミラー
858,ブリムオン,,Hatterene,エスパー,フェアリー,57,90,95,136,103,29,いやしのこころ,きけんよち,*マジックミラー
859,ベロバー,,Impidimp,あく,フェアリー,45,45,30,55,40,50,いたずらごころ,おみとおし,*わるいてぐせ
860,ギモー,,Morgrem,あく,フェアリー,65,60,45,75,55,70,いたずらごころ,おみとおし,*わるいてぐせ
861,オーロンゲ,,Grimmsnarl,あく,フェアリー,95,120,65,95,75,60,いたずらごころ,おみとおし,*わるいてぐせ
862,タチフサグマ,,Obstagoon,あく,ノーマル,93,90,101,60,81,95,すてみ,こんじょう,*まけんき
863,ニャイキング,,Perrserker,はがね,,70,110,100,50,60,50,カブトアーマー,かたいツメ,*はがねのせいしん
864,サニゴーン,,Cursola,ゴースト,,60,95,50,145,130,30,くだけるよろい,,*ほろびのボディ
865,ネギガナイト,,Sirfetch'd,かくとう,,62,135,95,68,82,65,ふくつのこころ,,*きもったま
866,バリコオル,,Mr. Rime,こおり,エスパー,80,85,75,110,100,70,ちどりあし,バリアフリー,*アイスボディ
867,デスバーン,,Runerigus,じめん,ゴースト,58,95,145,50,105,30,さまようたましい,,
868,マホミル,,Milcery,フェアリー,,45,40,40,50,61,34,スイートベール,,*アロマベール
869,マホイップ,,Alcremie,フェアリー,,65,60,75,110,121,64,スイートベール,,*アロマベール
870,タイレーツ,,Falinks,かくとう,,65,100,100,70,60,75,カブトアーマー,,*まけんき
871,バチンウニ,,Pincurchin,でんき,,48,101,95,91,85,15,ひらいしん,,*エレキメイカー
872,ユキハミ,,Snom,こおり,むし,30,25,35,45,30,20,りんぷん,,*こおりのりんぷん
873,モスノウ,,Frosmoth,こおり,むし,70,65,60,125,90,65,りんぷん,,*こおりのりんぷん
874,イシヘンジン,,Stonjourner,いわ,,100,125,135,20,20,70,パワースポット,,
875,コオリッポ,ナイスフェイス,Eiscue,こおり,,75,80,70,65,50,130,アイスフェイス,,
875,コオリッポ,アイスフェイス,Eiscue,こおり,,75,80,110,65,90,50,アイスフェイス,,
876,イエッサン,メスのすがた,Indeedee,エスパー,ノーマル,70,55,65,95,105,85,マイペース,シンクロ,*サイコメイカー
876,イエッサン,オスのすがた,Indeedee,エスパー,ノーマル,60,65,55,105,95,95,せいしんりょく,シンクロ,*サイコメイカー
877,モルペコ,,Morpeko,でんき,あく,58,95,58,70,58,97,はらぺこスイッチ,,
878,ゾウドウ,,Cufant,はがね,,72,80,49,40,49,40,ちからずく,,*ヘヴィメタル
879,ダイオウドウ,,Copperajah,はがね,,122,130,69,80,69,30,ちからずく,,*ヘヴィメタル
880,パッチラゴン,,Dracozolt,でんき,ドラゴン,90,100,90,80,70,75,ちくでん,はりきり,*すなかき
881,パッチルドン,,Arctozolt,でんき,こおり,90,100,90,90,80,55,ちくでん,せいでんき,*ゆきかき
882,ウオノラゴン,,Dracovish,みず,ドラゴン,90,90,100,70,80,75,ちょすい,がんじょうあご,*すなかき
883,ウオチルドン,,Arctovish,みず,こおり,90,90,100,80,90,55,ちょすい,アイスボディ,*ゆきかき
884,ジュラルドン,,Duraludon,はがね,ドラゴン,70,95,115,120,50,85,ライトメタル,ヘヴィメタル,*すじがねいり
885,ドラメシヤ,,Dreepy,ドラゴン,ゴースト,28,60,30,40,30,82,クリアボディ,すりぬけ,*のろわれボディ
886,ドロンチ,,Drakloak,ドラゴン,ゴースト,68,80,50,60,50,102,クリアボディ,すりぬけ,*のろわれボディ
887,ドラパルト,,Dragapult,ドラゴン,ゴースト,88,120,75,100,75,142,クリアボディ,すりぬけ,*のろわれボディ
888,ザシアン,れきせんのゆうしゃ,Zacian,フェアリー,,92,130,115,80,115,138,ふとうのけん,,
888,ザシアン,けんのおう,Zacian,フェアリー,はがね,92,170,115,80,115,148,ふとうのけん,,
889,ザマゼンタ,れきせんのゆうしゃ,Zamazenta,かくとう,,92,130,115,80,115,138,ふくつのたて,,
889,ザマゼンタ,たてのおう,Zamazenta,かくとう,はがね,92,130,145,80,145,128,ふくつのたて,,
890,ムゲンダイナ,ムゲンダイマックス,Eternatus,どく,ドラゴン,255,115,250,125,250,130,プレッシャー,,
890,ムゲンダイナ,通常,Eternatus,どく,ドラゴン,140,85,95,145,95,130,プレッシャー,,
891,ダクマ,,Kubfu,かくとう,,60,90,60,53,50,72,せいしんりょく,,
892,ウーラオス,いちげきのかた,Urshifu,かくとう,あく,100,130,100,63,60,97,ふかしのこぶし,,
892,ウーラオス,れんげきのかた,Urshifu,かくとう,みず,100,130,100,63,60,97,ふかしのこぶし,,
893,ザルード,,Zarude,あく,くさ,105,120,105,70,95,105,リーフガード,,
894,レジエレキ,,Regieleki,でんき,,80,100,50,100,50,200,トランジスタ,,
895,レジドラゴ,,Regidrago,ドラゴン,,200,100,50,100,50,80,りゅうのあぎと,,
896,ブリザポス,,Glastrier,こおり,,100,145,130,65,110,30,しろのいななき,,
897,レイスポス,,Spectrier,ゴースト,,100,65,60,145,80,130,くろのいななき,,
898,バドレックス,通常,Calyrex,エスパー,くさ,100,80,80,80,80,80,きんちょうかん,,
898,バドレックス,はくばじょうのすがた,Calyrex,エスパー,こおり,100,165,150,85,130,50,じんばいったい,,
898,バドレックス,こくばじょうのすがた,Calyrex,エスパー,ゴースト,100,85,80,165,100,150,じんばいったい,,
